insn,mode,CONDITIONS,Ptype,Etype,SM,0,1,2,3,in1,in2,in3,out,CR in,CR out,out2
stw,LDST_IMM,,2P,EXTRA3,1,s:RS,s:RA,0,0,RA_OR_ZERO,0,RS,0,0,0,0
stb,LDST_IMM,,2P,EXTRA3,1,s:RS,s:RA,0,0,RA_OR_ZERO,0,RS,0,0,0,0
sth,LDST_IMM,,2P,EXTRA3,1,s:RS,s:RA,0,0,RA_OR_ZERO,0,RS,0,0,0,0
stfs,LDST_IMM,,2P,EXTRA3,1,s:FRS,s:RA,0,0,RA_OR_ZERO,0,FRS,0,0,0,0
stfd,LDST_IMM,,2P,EXTRA3,1,s:FRS,s:RA,0,0,RA_OR_ZERO,0,FRS,0,0,0,0
std,LDST_IMM,,2P,EXTRA3,1,s:RS,s:RA,0,0,RA_OR_ZERO,0,RS,0,0,0,0
